ad_group_id,campaign_id,ad_group_name,audience_id,channel,bid_strategy,avg_bid,weekly_budget_allocated,weekly_budget_spent,impressions,clicks,conversions,conversion_value,ctr,cvr,roas,week
111,23,AG_23_1,AUD2,Video,Manual CPC,9.84,191573.34,177686.81,602455,4505,303,3070788.39,0.0075,0.0673,17.282,8
112,23,AG_23_2,AUD7,Video,Manual CPC,13.93,160684.98,156289.96,629372,4348,262,3576299.92,0.0069,0.0605,22.882,8
113,23,AG_23_3,AUD9,Video,Max Conversions,8.57,195739.8,179629.65,673874,5091,290,2812660.34,0.0076,0.0571,15.658,8
114,23,AG_23_4,AUD4,Video,Manual CPC,13.96,212910.36,181755.13,579943,4167,262,2661725.07,0.0072,0.063,14.645,8
115,23,AG_23_5,AUD6,Video,Manual CPC,11.13,133989.89,117076.06,563310,3888,225,3433260.74,0.0069,0.0579,29.325,8
116,24,AG_24_1,AUD3,Display,tROAS,7.98,185391.66,157712.86,2049545,28816,1821,18886466.41,0.0141,0.0632,119.752,8
117,24,AG_24_2,AUD6,Display,Max Conversions,10.04,182940.89,187821.26,1185498,19039,1221,17496101.9,0.0161,0.0641,93.153,8
118,24,AG_24_3,AUD9,Display,tROAS,11.45,101056.14,86608.36,986563,13824,959,8566364.55,0.014,0.0694,98.909,8
119,24,AG_24_4,AUD3,Display,Manual CPC,10.83,102338.01,94264.26,608916,8763,640,8596550.32,0.0144,0.0731,91.196,8
120,24,AG_24_5,AUD3,Display,tROAS,9.31,178393.93,184991.35,1845956,30318,2093,28717538.21,0.0164,0.069,155.237,8
121,25,AG_25_1,AUD5,Search,Manual CPC,20.17,840238.1,776157.75,4996691,170609,20457,196578884.38,0.0341,0.1199,253.272,8
122,25,AG_25_2,AUD5,Search,Max Conversions,20.96,797939.83,744435.19,4368105,143241,17158,184643486.31,0.0328,0.1198,248.032,8
123,25,AG_25_3,AUD2,Search,Max Conversions,20.41,687167.44,703229.79,2652717,83442,8244,69251219.18,0.0315,0.0988,98.476,8
124,25,AG_25_4,AUD5,Search,Max Conversions,27.03,490530.09,483637.22,2516680,75251,7962,84428491.74,0.0299,0.1058,174.57,8
125,25,AG_25_5,AUD1,Search,tROAS,23.11,629387.67,614841.26,2336673,74843,8954,146811977.36,0.032,0.1196,238.78,8
1,1,AG_1_1,AUD10,Social,tROAS,15.79,379772.42,365380.73,1681173,30796,1689,30382489.13,0.0183,0.0549,83.153,9
2,1,AG_1_2,AUD8,Social,Manual CPC,11.54,439423.08,435470.03,2608007,44692,2456,23720201.16,0.0171,0.055,54.47,9
3,1,AG_1_3,AUD9,Social,Max Conversions,14.04,624637.36,576121.19,3268577,55825,3378,49806619.39,0.0171,0.0605,86.452,9
4,1,AG_1_4,AUD7,Social,tROAS,12.53,596575.7,619775.09,4548007,84103,4484,66932997.63,0.0185,0.0533,107.996,9
5,1,AG_1_5,AUD6,Social,Manual CPC,19.69,409225.98,361728.03,2234762,35654,1795,20515685.33,0.016,0.0503,56.716,9
6,2,AG_2_1,AUD8,Search,tROAS,27.06,144226.93,130507.56,750798,12158,806,7479822.73,0.0162,0.0664,57.313,9
7,2,AG_2_2,AUD1,Search,Manual CPC,24.79,177419.22,152654.66,743986,11961,787,9247188.18,0.0161,0.0658,60.576,9
8,2,AG_2_3,AUD10,Search,tROAS,23.24,125996.45,130004.17,439736,6271,393,3502614.74,0.0143,0.0628,26.942,9
9,2,AG_2_4,AUD9,Search,tROAS,18.8,137746.69,126201.0,612106,8698,560,4723021.49,0.0142,0.0644,37.425,9
10,2,AG_2_5,AUD8,Search,tROAS,22.52,135959.67,125403.75,745764,11022,747,12308754.49,0.0148,0.0678,98.153,9
11,3,AG_3_1,AUD7,Video,Max Conversions,6.6,119266.2,111202.84,440728,1972,37,623612.34,0.0045,0.0189,5.608,9
12,3,AG_3_2,AUD1,Video,Max Conversions,9.35,109215.38,100277.56,306103,1269,26,249416.98,0.0041,0.021,2.487,9
13,3,AG_3_3,AUD6,Video,tROAS,10.77,141454.6,143334.93,696476,2785,53,673222.11,0.004,0.0193,4.697,9
14,3,AG_3_4,AUD10,Video,Manual CPC,6.46,140763.39,123597.78,497810,2066,39,436331.36,0.0042,0.0193,3.53,9
15,3,AG_3_5,AUD8,Video,Manual CPC,13.11,140270.16,120870.84,464297,1972,44,671375.36,0.0042,0.0223,5.554,9
16,4,AG_4_1,AUD5,Display,Max Conversions,11.08,199525.42,194608.2,1790053,13902,411,5642024.01,0.0078,0.0296,28.992,9
17,4,AG_4_2,AUD6,Display,Max Conversions,5.51,263210.3,236133.45,1771035,16021,521,6063528.46,0.009,0.0326,25.678,9
18,4,AG_4_3,AUD1,Display,Max Conversions,5.7,157245.01,143612.09,905217,7864,232,3205742.42,0.0087,0.0296,22.322,9
19,4,AG_4_4,AUD9,Display,tROAS,6.52,215164.9,192860.94,1543712,13174,434,3843020.69,0.0085,0.033,19.926,9
20,4,AG_4_5,AUD5,Display,Manual CPC,7.52,172247.29,178327.65,2151738,17163,540,8853998.69,0.008,0.0315,49.65,9
21,5,AG_5_1,AUD7,Display,Max Conversions,5.77,549049.44,552773.81,3823440,29946,743,11264562.95,0.0078,0.0248,20.378,9
22,5,AG_5_2,AUD4,Display,tROAS,6.9,513568.46,498488.94,5776945,44991,1121,16216467.12,0.0078,0.0249,32.531,9
23,5,AG_5_3,AUD6,Display,Max Conversions,9.72,547215.67,570448.05,5441959,41850,1100,16783347.63,0.0077,0.0263,29.421,9
24,5,AG_5_4,AUD6,Display,Manual CPC,11.09,455085.37,397847.29,4021388,32038,889,10947425.74,0.008,0.0278,27.517,9
25,5,AG_5_5,AUD9,Display,Manual CPC,9.68,356367.74,309671.48,2694373,20890,554,6235098.2,0.0078,0.0265,20.135,9
26,6,AG_6_1,AUD9,Video,Max Conversions,11.78,305717.73,275048.47,908427,6338,177,2181316.89,0.007,0.028,7.931,9
27,6,AG_6_2,AUD5,Video,tROAS,7.57,271623.42,253620.6,865036,6105,144,2450119.08,0.0071,0.0237,9.661,9
28,6,AG_6_3,AUD6,Video,Manual CPC,8.62,255056.83,248482.76,1326910,10018,275,3312420.11,0.0076,0.0275,13.331,9
29,6,AG_6_4,AUD8,Video,Manual CPC,9.42,341316.07,354623.03,1164285,7349,193,3303348.63,0.0063,0.0263,9.315,9
30,6,AG_6_5,AUD4,Video,Manual CPC,11.7,319755.36,277729.6,1053453,7340,199,2817427.18,0.007,0.0272,10.144,9
31,7,AG_7_1,AUD10,Video,Max Conversions,8.05,331222.3,312294.3,2010095,14057,417,3816880.37,0.007,0.0297,12.222,9
32,7,AG_7_2,AUD10,Video,tROAS,11.14,311420.7,277017.92,1239981,8483,248,2824790.8,0.0068,0.0294,10.197,9
33,7,AG_7_3,AUD8,Video,tROAS,8.8,460369.34,395970.63,1559217,10162,314,3085661.71,0.0065,0.0309,7.793,9
34,7,AG_7_4,AUD9,Video,tROAS,8.23,294100.13,260773.66,865775,6173,189,2090620.95,0.0071,0.0307,8.017,9
35,7,AG_7_5,AUD2,Video,tROAS,9.88,295622.58,269514.44,965919,6438,183,1825579.79,0.0067,0.0285,6.774,9
36,8,AG_8_1,AUD2,Social,tROAS,12.31,127760.99,120020.25,602246,9050,480,7085948.09,0.015,0.0531,59.04,9
37,8,AG_8_2,AUD6,Social,Max Conversions,16.21,142986.59,130041.84,871122,13812,771,8621912.17,0.0159,0.0558,66.301,9
38,8,AG_8_3,AUD9,Social,Max Conversions,12.33,78578.06,76664.52,431845,7453,431,7142088.89,0.0173,0.0579,93.16,9
39,8,AG_8_4,AUD1,Social,tROAS,14.31,144963.4,151339.63,868553,12999,694,10640441.35,0.015,0.0534,70.308,9
40,8,AG_8_5,AUD1,Social,tROAS,12.31,101231.35,98343.35,727997,11109,580,6556074.59,0.0153,0.0523,66.665,9
41,9,AG_9_1,AUD4,Social,Max Conversions,12.8,152228.68,151437.08,911640,17702,1165,14104378.29,0.0194,0.0658,93.137,9
42,9,AG_9_2,AUD10,Social,Max Conversions,19.51,133082.38,125344.8,737523,15488,1052,12145805.05,0.021,0.0679,96.899,9
43,9,AG_9_3,AUD3,Social,tROAS,18.79,97108.51,83264.24,672827,13302,766,13479507.58,0.0198,0.0576,161.888,9
44,9,AG_9_4,AUD10,Social,tROAS,11.43,104521.71,94801.57,469141,9752,599,9409681.44,0.0208,0.0615,99.257,9
45,9,AG_9_5,AUD8,Social,Max Conversions,19.6,100726.9,92237.48,766596,14641,925,11019828.74,0.0191,0.0632,119.472,9
46,10,AG_10_1,AUD8,Video,Manual CPC,8.04,352442.56,359873.19,1516799,8362,265,4120569.09,0.0055,0.0317,11.45,9
47,10,AG_10_2,AUD2,Video,tROAS,10.45,323159.62,327543.17,1473104,7966,210,2212758.02,0.0054,0.0264,6.756,9
48,10,AG_10_3,AUD5,Video,Manual CPC,9.25,362857.82,309824.82,2080080,10447,335,3291480.7,0.005,0.0321,10.624,9
49,10,AG_10_4,AUD9,Video,tROAS,11.36,329277.07,318155.56,1353114,6731,194,1853577.45,0.005,0.0289,5.826,9
50,10,AG_10_5,AUD3,Video,tROAS,12.25,267139.88,252246.87,1590835,8667,250,4161975.55,0.0054,0.0289,16.5,9
51,11,AG_11_1,AUD7,Social,tROAS,14.38,767679.33,666917.56,3697633,100006,10432,108212613.26,0.027,0.1043,162.258,9
52,11,AG_11_2,AUD3,Social,tROAS,18.15,688626.89,676447.09,3847953,93783,9257,146698929.51,0.0244,0.0987,216.867,9
53,11,AG_11_3,AUD6,Social,Manual CPC,17.96,588660.82,577642.64,3858225,95842,10475,141595904.99,0.0248,0.1093,245.127,9
54,11,AG_11_4,AUD8,Social,Max Conversions,11.24,631940.96,562267.78,2569283,64384,6099,79826203.33,0.0251,0.0947,141.972,9
55,11,AG_11_5,AUD4,Social,Max Conversions,15.58,910229.56,820543.19,5483575,139824,13028,215928006.22,0.0255,0.0932,263.153,9
56,12,AG_12_1,AUD5,Display,Manual CPC,11.79,444942.35,456003.36,5219856,112135,9874,91942365.55,0.0215,0.0881,201.627,9
57,12,AG_12_2,AUD2,Display,Max Conversions,11.12,572430.54,515388.91,5142211,107311,9222,117028510.79,0.0209,0.0859,227.068,9
58,12,AG_12_3,AUD5,Display,Max Conversions,7.44,747121.57,733930.49,5390725,97672,9506,161591833.68,0.0181,0.0973,220.173,9
59,12,AG_12_4,AUD8,Display,Max Conversions,5.64,601660.35,609035.36,6788517,130125,10914,170147780.11,0.0192,0.0839,279.373,9
60,12,AG_12_5,AUD4,Display,Max Conversions,6.61,548421.15,530231.31,3879377,75640,7190,126105055.09,0.0195,0.0951,237.83,9
61,13,AG_13_1,AUD8,Display,Max Conversions,9.15,565366.52,525328.52,4122702,46854,3907,56868959.75,0.0114,0.0834,108.254,9
62,13,AG_13_2,AUD1,Display,tROAS,7.07,435834.88,454895.07,3332481,36667,2791,43726922.83,0.011,0.0761,96.125,9
63,13,AG_13_3,AUD1,Display,Manual CPC,5.41,414155.88,427042.43,4242176,54491,4693,83187321.72,0.0128,0.0861,194.799,9
64,13,AG_13_4,AUD9,Display,Max Conversions,6.39,428759.32,399680.85,3190336,34489,3036,29956181.18,0.0108,0.088,74.95,9
65,13,AG_13_5,AUD8,Display,Max Conversions,11.2,556623.27,495277.79,4039676,48730,3743,41519172.01,0.0121,0.0768,83.83,9
66,14,AG_14_1,AUD6,Video,Max Conversions,6.16,575677.44,526868.11,3128511,49503,2758,33776770.7,0.0158,0.0557,64.109,9
67,14,AG_14_2,AUD8,Video,tROAS,11.48,346768.42,304525.07,970812,15733,1005,14811133.53,0.0162,0.0639,48.637,9
68,14,AG_14_3,AUD10,Video,Max Conversions,13.63,576919.26,605569.43,3141796,43999,2745,40116551.02,0.014,0.0624,66.246,9
69,14,AG_14_4,AUD2,Video,Max Conversions,7.67,391246.5,349924.26,1144541,17100,1032,12191397.6,0.0149,0.0604,34.84,9
70,14,AG_14_5,AUD8,Video,Manual CPC,11.32,412785.4,392085.51,1522289,21321,1384,15005023.53,0.014,0.065,38.27,9
71,15,AG_15_1,AUD10,Social,tROAS,16.09,431829.28,398274.27,2349371,50446,6053,63537194.82,0.0215,0.12,159.531,9
72,15,AG_15_2,AUD3,Social,Max Conversions,10.26,325340.37,333561.86,1941924,49228,5907,56945839.67,0.0254,0.12,170.72,9
73,15,AG_15_3,AUD1,Social,Manual CPC,14.82,422050.98,426119.87,2172748,52286,5925,99853972.34,0.0241,0.1133,234.333,9
74,15,AG_15_4,AUD10,Social,Manual CPC,12.91,405775.16,413376.82,2553934,56144,6737,120177699.82,0.022,0.12,290.722,9
75,15,AG_15_5,AUD5,Social,Manual CPC,18.09,408669.78,384029.08,2699157,64306,7716,99994408.99,0.0238,0.12,260.382,9
76,16,AG_16_1,AUD7,Search,Manual CPC,19.32,616476.2,539926.67,2057650,62728,7527,95948760.4,0.0305,0.12,177.707,9
77,16,AG_16_2,AUD8,Search,Max Conversions,20.74,977530.46,927534.54,3064944,96156,11538,128244342.11,0.0314,0.12,138.264,9
78,16,AG_16_3,AUD5,Search,Manual CPC,20.03,610250.41,629274.25,2162178,58385,7006,83997580.23,0.027,0.12,133.483,9
79,16,AG_16_4,AUD3,Search,tROAS,29.48,965505.28,1011939.47,3693113,101209,12145,135797195.93,0.0274,0.12,134.195,9
80,16,AG_16_5,AUD5,Search,tROAS,27.42,606800.47,532279.06,2339251,66880,8025,116908803.6,0.0286,0.12,219.638,9
81,17,AG_17_1,AUD2,Display,Max Conversions,7.28,538718.45,559015.07,4361576,103446,12413,115530313.19,0.0237,0.12,206.668,9
82,17,AG_17_2,AUD7,Display,Manual CPC,6.29,413817.89,372344.93,3624471,88139,9879,160073884.04,0.0243,0.1121,429.908,9
83,17,AG_17_3,AUD5,Display,tROAS,8.42,581848.06,584699.59,3726946,87077,9667,160556314.84,0.0234,0.111,274.596,9
84,17,AG_17_4,AUD8,Display,Manual CPC,7.37,547364.42,507811.65,4674896,106559,11727,124680584.97,0.0228,0.1101,245.525,9
85,17,AG_17_5,AUD1,Display,tROAS,6.84,504240.65,508341.08,4337893,93825,10576,114329513.48,0.0216,0.1127,224.907,9
86,18,AG_18_1,AUD7,Display,tROAS,11.96,579625.18,583665.6,4229984,75224,9026,156878432.58,0.0178,0.12,268.781,9
87,18,AG_18_2,AUD6,Display,tROAS,5.08,597262.76,609463.59,4198022,88707,10644,180380421.93,0.0211,0.12,295.966,9
88,18,AG_18_3,AUD3,Display,Max Conversions,6.91,338072.38,327708.73,3294395,61804,7416,98477746.11,0.0188,0.12,300.504,9
89,18,AG_18_4,AUD4,Display,tROAS,11.66,470128.75,439490.99,3032377,62996,7173,70495421.5,0.0208,0.1139,160.402,9
90,18,AG_18_5,AUD7,Display,Manual CPC,5.24,403048.85,421085.14,3983479,73791,8854,77394511.7,0.0185,0.12,183.798,9
91,19,AG_19_1,AUD3,Search,Max Conversions,19.23,93074.23,94318.07,429828,12546,1505,13779958.92,0.0292,0.12,146.101,9
92,19,AG_19_2,AUD8,Search,Max Conversions,27.97,111722.79,95592.29,377500,10393,1247,19044990.29,0.0275,0.12,199.231,9
93,19,AG_19_3,AUD1,Search,tROAS,21.43,132254.55,126465.63,660908,18961,2275,20389700.77,0.0287,0.12,161.227,9
94,19,AG_19_4,AUD7,Search,Max Conversions,27.99,110812.09,100459.72,455259,13654,1638,28070990.36,0.03,0.12,279.425,9
95,19,AG_19_5,AUD6,Search,tROAS,24.21,121347.87,115290.75,770527,19762,2371,32463134.3,0.0256,0.12,281.576,9
96,20,AG_20_1,AUD6,Display,Manual CPC,8.4,578953.41,538675.68,6382970,91047,7609,133236095.24,0.0143,0.0836,247.34,9
97,20,AG_20_2,AUD10,Display,Max Conversions,9.78,511058.85,444978.69,4933898,75082,5476,55013290.88,0.0152,0.0729,123.631,9
98,20,AG_20_3,AUD2,Display,tROAS,6.91,391266.24,386051.51,3187381,49356,3627,42494766.59,0.0155,0.0735,110.075,9
99,20,AG_20_4,AUD3,Display,Max Conversions,11.45,352465.77,317563.34,2373759,37298,3023,35580505.51,0.0157,0.0811,112.042,9
100,20,AG_20_5,AUD4,Display,Max Conversions,10.23,571173.87,511865.21,3406666,50942,4435,56481483.34,0.015,0.0871,110.344,9
101,21,AG_21_1,AUD6,Video,Manual CPC,11.63,437546.99,405091.85,1135853,11671,748,11563497.45,0.0103,0.0642,28.545,9
102,21,AG_21_2,AUD6,Video,tROAS,6.63,390538.08,334998.39,2420836,27511,1770,29987836.36,0.0114,0.0644,89.516,9
103,21,AG_21_3,AUD2,Video,tROAS,8.19,429735.5,440307.53,2139236,22852,1640,25928334.09,0.0107,0.0718,58.887,9
104,21,AG_21_4,AUD3,Video,Manual CPC,14.09,361822.24,322808.96,1839617,18798,1227,16348531.89,0.0102,0.0653,50.645,9
105,21,AG_21_5,AUD8,Video,Manual CPC,9.27,359703.06,314167.86,990556,11977,831,9435940.23,0.0121,0.0694,30.035,9
106,22,AG_22_1,AUD5,Social,tROAS,19.31,273080.98,263654.19,1120849,22966,2204,38877533.5,0.0205,0.096,147.457,9
107,22,AG_22_2,AUD1,Social,Max Conversions,16.0,323717.08,288384.5,1740104,36511,3550,35331976.2,0.021,0.0972,122.517,9
108,22,AG_22_3,AUD7,Social,Manual CPC,16.91,225281.78,225817.76,1701728,30464,2988,40347035.52,0.0179,0.0981,178.671,9
109,22,AG_22_4,AUD3,Social,Manual CPC,13.61,219006.6,198588.45,1385681,24666,2309,22844038.94,0.0178,0.0936,115.032,9
110,22,AG_22_5,AUD7,Social,Max Conversions,16.52,304024.16,314098.99,1812456,37005,3110,27662777.71,0.0204,0.0841,88.07,9
111,23,AG_23_1,AUD10,Video,tROAS,14.38,215798.92,186639.98,1409337,13817,624,11112926.62,0.0098,0.0452,59.542,9
112,23,AG_23_2,AUD6,Video,Max Conversions,7.34,224815.89,225828.74,1086460,11099,427,7538209.76,0.0102,0.0385,33.38,9
113,23,AG_23_3,AUD1,Video,Manual CPC,6.58,228510.84,210262.07,1152755,10487,461,3760134.14,0.0091,0.044,17.883,9
114,23,AG_23_4,AUD10,Video,Max Conversions,13.77,265066.97,251213.84,1508058,13643,572,7973322.18,0.009,0.042,31.739,9
115,23,AG_23_5,AUD6,Video,tROAS,14.41,183855.52,172796.14,756646,7572,342,3078148.03,0.01,0.0452,17.814,9
116,24,AG_24_1,AUD5,Display,Manual CPC,6.56,354694.32,366134.62,4638790,39576,2288,31773266.56,0.0085,0.0578,86.78,9
117,24,AG_24_2,AUD7,Display,Max Conversions,8.15,459766.22,433585.16,3198732,29841,1549,26198912.44,0.0093,0.0519,60.424,9
118,24,AG_24_3,AUD2,Display,tROAS,6.26,514595.87,528005.34,3454316,31970,1683,22646016.26,0.0093,0.0527,42.89,9
119,24,AG_24_4,AUD1,Display,tROAS,8.09,472580.97,401716.57,2845477,23957,1307,18693531.24,0.0084,0.0546,46.534,9
120,24,AG_24_5,AUD1,Display,tROAS,5.14,527407.7,550841.11,5433353,47024,2758,29830544.83,0.0087,0.0587,54.155,9
121,25,AG_25_1,AUD8,Search,tROAS,26.42,377806.31,382282.41,1628046,34936,2935,38896420.53,0.0215,0.084,101.748,9
122,25,AG_25_2,AUD5,Search,tROAS,21.56,600190.26,617599.71,2650978,58905,4770,75508367.78,0.0222,0.081,122.261,9
123,25,AG_25_3,AUD6,Search,tROAS,29.26,462999.19,452947.21,2386400,55191,4579,41486985.03,0.0231,0.083,91.593,9
124,25,AG_25_4,AUD4,Search,Manual CPC,25.75,474705.18,436873.84,2860020,60116,5232,61278630.53,0.021,0.087,140.266,9
125,25,AG_25_5,AUD1,Search,tROAS,22.98,594999.19,592528.22,2251364,53853,4339,35961691.47,0.0239,0.0806,60.692,9
1,1,AG_1_1,AUD2,Social,tROAS,13.49,563429.06,558338.39,3563729,36755,1663,22746947.9,0.0103,0.0452,40.74,10
2,1,AG_1_2,AUD8,Social,tROAS,14.65,598044.6,535181.17,3142337,36174,1439,25512059.37,0.0115,0.0398,47.67,10
3,1,AG_1_3,AUD10,Social,Max Conversions,16.07,627014.95,642423.63,3727638,44313,2061,34636804.15,0.0119,0.0465,53.916,10
4,1,AG_1_4,AUD9,Social,Manual CPC,19.45,636759.01,630411.76,3288316,38542,1814,20544883.14,0.0117,0.0471,32.59,10
5,1,AG_1_5,AUD9,Social,Manual CPC,19.32,712310.08,629743.82,4278849,43839,1978,31972347.03,0.0102,0.0451,50.77,10
6,2,AG_2_1,AUD7,Search,Max Conversions,24.74,202710.67,175437.71,844224,15177,883,10129483.19,0.018,0.0582,57.738,10
7,2,AG_2_2,AUD3,Search,tROAS,23.53,228134.25,204546.68,808530,13638,683,8852343.24,0.0169,0.0501,43.278,10
8,2,AG_2_3,AUD6,Search,Max Conversions,24.88,141515.94,138540.01,560594,10553,539,5103915.12,0.0188,0.0512,36.841,10
9,2,AG_2_4,AUD6,Search,Max Conversions,18.62,230505.12,233421.58,976111,19550,1149,9465531.44,0.02,0.0588,40.551,10
10,2,AG_2_5,AUD1,Search,Max Conversions,24.61,239045.22,245947.8,1023114,19347,1075,17820908.8,0.0189,0.0556,72.458,10
11,3,AG_3_1,AUD5,Video,Manual CPC,8.89,315282.48,308668.05,972628,4038,83,1248973.2,0.0042,0.0206,4.046,10
12,3,AG_3_2,AUD7,Video,Manual CPC,10.59,272613.43,242893.99,804279,3523,76,814635.12,0.0044,0.0216,3.354,10
13,3,AG_3_3,AUD7,Video,Manual CPC,12.78,288273.06,296254.29,916979,3857,70,588171.34,0.0042,0.0183,1.985,10
14,3,AG_3_4,AUD6,Video,tROAS,8.6,242985.32,227211.47,685015,2758,59,648818.14,0.004,0.0217,2.856,10
15,3,AG_3_5,AUD7,Video,tROAS,12.57,310467.33,273314.76,1714717,7309,144,2346172.82,0.0043,0.0198,8.584,10
16,4,AG_4_1,AUD1,Display,Max Conversions,10.75,66707.85,67841.28,639665,3813,104,1633255.32,0.006,0.0275,24.075,10
17,4,AG_4_2,AUD1,Display,Manual CPC,9.46,68159.52,60714.95,650757,4539,129,2184236.5,0.007,0.0286,35.975,10
18,4,AG_4_3,AUD7,Display,Manual CPC,10.82,65248.08,62903.49,481435,3077,94,1413621.52,0.0064,0.0309,22.473,10
19,4,AG_4_4,AUD10,Display,tROAS,8.51,58342.44,52126.02,650989,4505,134,1078005.47,0.0069,0.0299,20.681,10
20,4,AG_4_5,AUD6,Display,tROAS,10.64,59991.96,56128.31,625104,4061,114,1929826.91,0.0065,0.0282,34.382,10
21,5,AG_5_1,AUD4,Display,Manual CPC,10.03,140106.24,125779.0,1284612,11292,364,5736545.03,0.0088,0.0323,45.608,10
22,5,AG_5_2,AUD1,Display,Manual CPC,10.89,221076.77,219482.45,2593043,23483,838,9805968.92,0.0091,0.0357,44.678,10
23,5,AG_5_3,AUD3,Display,tROAS,6.68,162997.22,150661.13,1391028,11004,333,3044002.14,0.0079,0.0303,20.204,10
24,5,AG_5_4,AUD3,Display,tROAS,6.0,224078.01,216390.94,1413995,11956,377,3705486.44,0.0085,0.0316,17.124,10
25,5,AG_5_5,AUD6,Display,Manual CPC,10.4,196157.11,193299.49,1666756,13992,489,7317131.73,0.0084,0.035,37.854,10
26,6,AG_6_1,AUD9,Video,Max Conversions,6.36,227573.28,195969.76,605239,3822,111,912463.52,0.0063,0.0291,4.656,10
27,6,AG_6_2,AUD7,Video,Max Conversions,14.66,365600.93,358990.63,1027009,6334,204,3201984.31,0.0062,0.0324,8.919,10
28,6,AG_6_3,AUD4,Video,Max Conversions,13.06,397410.54,412373.41,2702190,17868,509,4557905.03,0.0066,0.0285,11.053,10
29,6,AG_6_4,AUD9,Video,Max Conversions,14.32,306735.13,272158.07,986223,5769,164,2290882.03,0.0058,0.0285,8.417,10
30,6,AG_6_5,AUD3,Video,Manual CPC,10.54,336923.88,311049.17,1375864,9120,246,3519657.3,0.0066,0.027,11.315,10
31,7,AG_7_1,AUD10,Video,Max Conversions,11.34,255661.86,248279.61,679562,5579,165,2802898.09,0.0082,0.0297,11.289,10
32,7,AG_7_2,AUD7,Video,Max Conversions,6.99,287249.44,269007.99,1487317,12291,372,5677559.95,0.0083,0.0303,21.106,10
33,7,AG_7_3,AUD10,Video,tROAS,7.2,326647.18,281439.12,1013944,8618,273,3704521.37,0.0085,0.0317,13.163,10
34,7,AG_7_4,AUD6,Video,Max Conversions,14.96,251876.0,233266.19,805516,5834,181,1607783.53,0.0072,0.0312,6.892,10
35,7,AG_7_5,AUD4,Video,tROAS,9.52,329209.44,302705.3,1011227,7535,229,2647919.48,0.0075,0.0305,8.748,10
36,8,AG_8_1,AUD7,Social,tROAS,14.97,119929.2,112120.23,888440,20466,1701,28815868.96,0.023,0.0832,257.009,10
37,8,AG_8_2,AUD5,Social,Manual CPC,14.11,106527.21,93612.76,564810,12534,1140,15184953.66,0.0222,0.091,162.21,10
38,8,AG_8_3,AUD5,Social,Manual CPC,19.85,101850.51,101653.02,564399,14140,1138,9560526.66,0.0251,0.0805,94.051,10
39,8,AG_8_4,AUD10,Social,Manual CPC,15.44,165884.11,161768.03,691446,17301,1518,12896699.85,0.025,0.0877,79.723,10
40,8,AG_8_5,AUD4,Social,Manual CPC,13.8,151962.96,131524.89,608590,14222,1298,17659700.24,0.0234,0.0913,134.269,10
41,9,AG_9_1,AUD6,Social,tROAS,13.55,356236.45,373089.77,1843472,41199,3669,36207490.52,0.0223,0.0891,97.048,10
42,9,AG_9_2,AUD7,Social,Manual CPC,14.51,262966.76,227303.18,1160607,29660,2756,31583826.5,0.0256,0.0929,138.95,10
43,9,AG_9_3,AUD1,Social,tROAS,10.26,285945.8,243909.36,1858716,46810,4756,83648445.35,0.0252,0.1016,342.949,10
44,9,AG_9_4,AUD3,Social,Manual CPC,14.95,347662.35,360467.12,1695703,38933,3581,34739527.44,0.023,0.092,96.374,10
45,9,AG_9_5,AUD4,Social,Max Conversions,14.27,405117.09,420376.82,3624586,84593,7749,98342789.53,0.0233,0.0916,233.94,10
46,10,AG_10_1,AUD1,Video,Max Conversions,10.39,250188.15,230713.85,728802,6507,313,2691735.12,0.0089,0.0482,11.667,10
47,10,AG_10_2,AUD6,Video,tROAS,8.5,291052.11,281625.21,1540043,13234,630,9158436.58,0.0086,0.0477,32.52,10
48,10,AG_10_3,AUD9,Video,Max Conversions,14.72,239143.38,228403.0,848970,7052,314,5376307.69,0.0083,0.0446,23.539,10
49,10,AG_10_4,AUD10,Video,Max Conversions,12.49,327528.68,295234.76,1308932,11709,531,4468913.17,0.0089,0.0454,15.137,10
50,10,AG_10_5,AUD1,Video,tROAS,9.84,311726.56,302463.7,1331582,11473,522,5549057.31,0.0086,0.0456,18.346,10
51,11,AG_11_1,AUD2,Social,Max Conversions,15.22,179747.82,186628.97,1153235,25499,3059,54619683.3,0.0221,0.12,292.665,10
52,11,AG_11_2,AUD9,Social,Max Conversions,14.23,179130.97,159522.87,1250130,31343,3761,31803118.44,0.0251,0.12,199.364,10
53,11,AG_11_3,AUD2,Social,Max Conversions,18.35,238639.35,207124.6,1177020,28589,3430,44066628.56,0.0243,0.12,212.754,10
54,11,AG_11_4,AUD7,Social,Manual CPC,12.93,170043.08,158663.57,1053290,23098,2771,22643175.35,0.0219,0.12,142.712,10
55,11,AG_11_5,AUD10,Social,tROAS,15.36,244436.65,232897.61,1193546,29112,3493,52318318.12,0.0244,0.12,224.641,10
56,12,AG_12_1,AUD1,Display,Manual CPC,8.25,265938.66,267408.9,2517413,52335,5891,99483425.35,0.0208,0.1126,372.027,10
57,12,AG_12_2,AUD5,Display,Max Conversions,9.02,206000.58,209428.16,2595514,53599,5814,85296383.02,0.0207,0.1085,407.282,10
58,12,AG_12_3,AUD2,Display,Max Conversions,10.38,306843.29,272141.47,2695483,60117,7141,95134890.47,0.0223,0.1188,349.579,10
